drugbank-id,identifier,resource
DB05454,9742452,ChemSpider
DB05454,CHEMBL2107767,ChEMBL
DB05455,347910149,PubChem Substance
DB05456,6449792,PubChem Compound
DB05456,175427008,PubChem Substance
DB05456,4952476,ChemSpider
DB05457,347910150,PubChem Substance
DB05457,OSI-7904L,Wikipedia
DB05458,178052,PubChem Compound
DB05458,175427009,PubChem Substance
DB05458,155000,ChemSpider
DB05458,50056147,BindingDB
DB05458,Pozanicline,Wikipedia
DB05458,CHEMBL127071,ChEMBL
DB05459,347910151,PubChem Substance
DB05459,Briakinumab,Wikipedia
DB12215,5310939,PubChem Compound
DB12215,175427010,PubChem Substance
DB12215,4470493,ChemSpider
DB12215,CHEMBL2110585,ChEMBL
DB05461,15942713,PubChem Compound
DB05461,175427011,PubChem Substance
DB05461,11252547,ChemSpider
DB05462,4369566,PubChem Compound
DB05462,175427012,PubChem Substance
DB05462,3572093,ChemSpider
DB05463,347910152,PubChem Substance
DB05464,347910153,PubChem Substance
DB05465,90237,ChEBI
DB05465,3038522,PubChem Compound
DB05465,175427013,PubChem Substance
DB05465,2302085,ChemSpider
DB05465,13535,BindingDB
DB05465,CHEMBL124660,ChEMBL
DB05466,347910154,PubChem Substance
DB05467,347910155,PubChem Substance
DB05468,347910156,PubChem Substance
DB05469,347910157,PubChem Substance
DB05470,94489,ChEBI
DB05470,10341154,PubChem Compound
DB05470,347827732,PubChem Substance
DB05470,8516613,ChemSpider
DB05470,50314071,BindingDB
DB05470,CHEMBL1090090,ChEMBL
DB05471,347910158,PubChem Substance
DB05472,347910159,PubChem Substance
DB05473,347910160,PubChem Substance
DB05474,347910161,PubChem Substance
DB05475,6992140,PubChem Compound
DB05475,175427014,PubChem Substance
DB05475,5360288,ChemSpider
DB05475,CHEMBL2103812,ChEMBL
DB05476,9939426,PubChem Compound
DB05476,347827733,PubChem Substance
DB05476,8115047,ChemSpider
DB05477,347910162,PubChem Substance
DB05478,9604653,PubChem Compound
DB05478,175427015,PubChem Substance
DB05478,7878772,ChemSpider
DB05478,CHEMBL3989658,ChEMBL
DB05479,16129664,PubChem Compound
DB05479,175427016,PubChem Substance
DB05479,17286474,ChemSpider
DB05480,347910163,PubChem Substance
DB05481,347910164,PubChem Substance
DB12552,8988,ChEBI
DB12552,104842,PubChem Compound
DB12552,175427017,PubChem Substance
DB12552,C11173,KEGG Compound
DB12552,94634,ChemSpider
DB12552,50418088,BindingDB
DB12552,CHEMBL837,ChEMBL
DB05483,347910165,PubChem Substance
DB05484,347910166,PubChem Substance
DB05485,347910167,PubChem Substance
DB05485,ADH-1,Wikipedia
DB05487,347910168,PubChem Substance
DB05488,175427018,PubChem Substance
DB05489,347910169,PubChem Substance
DB05490,16145453,PubChem Compound
DB05490,175427019,PubChem Substance
DB05490,17301924,ChemSpider
DB05490,M65_atomic_cannon,Wikipedia
DB05491,347910170,PubChem Substance
DB08290,5276854,PubChem Compound
DB08290,175427020,PubChem Substance
DB08290,4440796,ChemSpider
DB08290,50398244,BindingDB
DB08290,NP1,PDB
DB08290,CHEMBL609728,ChEMBL
DB05493,347910171,PubChem Substance
DB05494,6438895,PubChem Compound
DB05494,175427021,PubChem Substance
DB05494,4943338,ChemSpider
DB05494,50004746,BindingDB
DB05494,CHEMBL2105665,ChEMBL
DB05495,347910172,PubChem Substance
DB05496,347910173,PubChem Substance
DB05496,Otelixizumab,Wikipedia
DB05498,9844981,PubChem Compound
DB05498,310264857,PubChem Substance
DB05498,8020695,ChemSpider
DB05498,CHEMBL289288,ChEMBL
DB05499,347910174,PubChem Substance
DB05500,347910175,PubChem Substance
DB05501,11256587,PubChem Compound
DB05501,347827734,PubChem Substance
DB05501,9431613,ChemSpider
DB05501,50315305,BindingDB
DB05501,CHEMBL518924,ChEMBL
DB05502,347910176,PubChem Substance
DB05505,347910177,PubChem Substance
DB05506,347910178,PubChem Substance
DB05507,347910179,PubChem Substance
DB05509,347910180,PubChem Substance
DB05510,347910181,PubChem Substance
DB05510,Huperzine-A,Wikipedia
DB05511,73286,ChEBI
DB05511,123683,PubChem Compound
DB05511,175427023,PubChem Substance
DB05511,110259,ChemSpider
DB05511,50118812,BindingDB
DB05511,CHEMBL119709,ChEMBL
DB05512,347910182,PubChem Substance
DB05513,114962,ChemSpider
DB05513,Atiprimod,Wikipedia
DB05513,CHEMBL103735,ChEMBL
DB05514,28529307,ChemSpider
DB05514,CHEMBL2103799,ChEMBL
DB05518,7987590,ChemSpider
DB05518,50322043,BindingDB
DB05518,CHEMBL259771,ChEMBL
DB05519,8009056,ChemSpider
DB05519,Budiodarone,Wikipedia
DB05519,CHEMBL2105631,ChEMBL
DB05520,23350133,ChemSpider
DB05521,20897,Drugs Product Database (DPD)
DB05521,68595,ChEBI
DB05521,3010818,PubChem Compound
DB05521,175427024,PubChem Substance
DB05521,D09012,KEGG Drug
DB05521,2279948,ChemSpider
DB05521,50326056,BindingDB
DB05521,PA165958354,PharmGKB
DB05521,Telaprevir,Wikipedia
DB05521,CHEMBL231813,ChEMBL
DB05524,38927,ChEBI
DB05524,4949255,ChemSpider
DB05524,31090,BindingDB
DB05524,93J,PDB
DB05524,CHEMBL607707,ChEMBL
DB05528,131704297,PubChem Compound
DB05528,347827735,PubChem Substance
DB05528,D08946,KEGG Drug
DB05528,Mipomersen,Wikipedia
DB05528,CHEMBL502097,ChEMBL
DB05532,443361,ChemSpider
DB05532,50228465,BindingDB
DB05532,CHEMBL238103,ChEMBL
DB05540,22128,PubChem Compound
DB05540,8166290,PubChem Substance
DB05540,20787,ChemSpider
DB05540,AL0,PDB
DB05540,Alanosine,Wikipedia
DB05540,CHEMBL452715,ChEMBL
DB05541,22702,Drugs Product Database (DPD)
DB05541,133013,ChEBI
DB05541,9837243,PubChem Compound
DB05541,347827736,PubChem Substance
DB05541,D08879,KEGG Drug
DB05541,8012964,ChemSpider
DB05541,50422531,BindingDB
DB05541,PA166153491,PharmGKB
DB05541,Brivaracetam,Wikipedia
DB05541,CHEMBL607400,ChEMBL
DB05542,9413029,ChemSpider
DB05542,CHEMBL2103858,ChEMBL
DB05549,9447618,ChemSpider
DB05550,Iratumumab,Wikipedia
DB05552,94691,ChEBI
DB05552,8603140,ChemSpider
DB05552,25084,BindingDB
DB05552,B6J,PDB
DB05552,CHEMBL230011,ChEMBL
DB05553,9448187,ChemSpider
DB05553,50371580,BindingDB
DB05553,Regrelor,Wikipedia
DB05553,CHEMBL1162175,ChEMBL
DB05555,Enokizumab,Wikipedia
DB05560,57642197,ChemSpider
DB05562,9605731,ChemSpider
DB05562,50187377,BindingDB
DB05562,Naluzotan,Wikipedia
DB05562,CHEMBL209821,ChEMBL
DB05565,8191585,ChemSpider
DB05565,CHEMBL3634131,ChEMBL
DB05575,51098,ChEBI
DB05575,9842625,ChemSpider
DB05575,24773,BindingDB
DB05575,PA166118340,PharmGKB
DB05575,706,PDB
DB05575,Motesanib,Wikipedia
DB05575,CHEMBL572881,ChEMBL
DB05578,22627,Drugs Product Database (DPD)
DB05578,347910183,PubChem Substance
DB05578,D09371,KEGG Drug
DB05578,Ramucirumab,Wikipedia
DB05578,CHEMBL1743062,ChEMBL
DB05585,9589686,ChemSpider
DB05585,88U,PDB
DB05585,CHEMBL492399,ChEMBL
DB05586,8145949,ChemSpider
DB05586,50393245,BindingDB
DB05586,CHEMBL2151439,ChEMBL
DB05590,8138654,ChemSpider
DB05590,85786,BindingDB
DB05590,CHEMBL2111083,ChEMBL
DB05594,D10454,KEGG Drug
DB05594,Cantuzumab_ravtansine,Wikipedia
DB05595,347910184,PubChem Substance
DB05595,D09343,KEGG Drug
DB05595,Farletuzumab,Wikipedia
DB05596,21377738,ChemSpider
DB05596,PRX-03140,Wikipedia
DB05596,CHEMBL3306918,ChEMBL
DB05607,25069713,ChemSpider
DB05607,PRX-08066,Wikipedia
DB05608,4484856,ChemSpider
DB05608,2622,BindingDB
DB05608,CHEMBL52885,ChEMBL
DB05611,8348782,ChemSpider
DB05624,16742548,ChemSpider
DB05626,71975,ChEBI
DB05626,25038261,ChemSpider
DB05626,CHEMBL1184904,ChEMBL
DB05630,28148,ChEBI
DB05630,56927674,PubChem Compound
DB05630,99443233,PubChem Substance
DB05630,D00582,KEGG Drug
DB05630,27471272,ChemSpider
DB05630,PA164743129,PharmGKB
DB05630,DCL000001,Therapeutic Targets Database
DB05630,Sodium_stibogluconate,Wikipedia
DB05630,CHEMBL2079699,ChEMBL
DB05631,115187,ChemSpider
DB05633,2338502,ChemSpider
DB05633,CHEMBL371315,ChEMBL
DB05642,5293405,ChemSpider
DB05644,32702166,ChemSpider
DB05644,Error_catastrophe,Wikipedia
DB05645,7986288,ChemSpider
DB05645,Larazotide,Wikipedia
DB05645,CHEMBL2105646,ChEMBL
DB05649,347910185,PubChem Substance
DB05650,10131000,PubChem Compound
DB05650,347827737,PubChem Substance
DB05650,8306515,ChemSpider
DB05652,347910186,PubChem Substance
DB05653,8043449,ChemSpider
DB05653,50120065,BindingDB
DB05653,CHEMBL107430,ChEMBL
DB05656,Veltuzumab,Wikipedia
DB05659,134710,ChEBI
DB05659,6918218,PubChem Compound
DB05659,175427025,PubChem Substance
DB05659,5293428,ChemSpider
DB05659,Faropenem,Wikipedia
DB05659,CHEMBL1257070,ChEMBL
DB05662,347910187,PubChem Substance
DB05667,KLN,PDB
DB05668,80566,ChEBI
DB05668,C16559,KEGG Compound
DB05668,90740,ChemSpider
DB05668,CHEMBL889,ChEMBL
DB05671,347910188,PubChem Substance
DB05675,347910189,PubChem Substance
DB05676,22541,Drugs Product Database (DPD)
DB05676,78540,ChEBI
DB05676,11561674,PubChem Compound
DB05676,310264858,PubChem Substance
DB05676,D08860,KEGG Drug
DB05676,9736448,ChemSpider
DB05676,50248919,BindingDB
DB05676,Apremilast,Wikipedia
DB05676,CHEMBL514800,ChEMBL
DB05678,58540436,ChemSpider
DB05679,20422,Drugs Product Database (DPD)
DB05679,347910190,PubChem Substance
DB05679,D09214,KEGG Drug
DB05679,Ustekinumab,Wikipedia
DB05679,CHEMBL1201835,ChEMBL
DB05680,4953368,ChemSpider
DB05680,CHEMBL2107373,ChEMBL
DB05683,31683,ChEBI
DB05683,C13426,KEGG Compound
DB05683,D06608,KEGG Drug
DB05683,552204,ChemSpider
DB05683,CHEMBL3989901,ChEMBL
DB05685,347910191,PubChem Substance
DB05686,10632319,ChemSpider
DB05686,Sivifene,Wikipedia
DB05686,CHEMBL307697,ChEMBL
DB05687,347910192,PubChem Substance
DB05687,BL-1020,Wikipedia
DB05688,347910193,PubChem Substance
DB05695,5293643,ChemSpider
DB05695,50161093,BindingDB
DB05695,NPS-2143,Wikipedia
DB05695,CHEMBL180672,ChEMBL
DB05705,347910194,PubChem Substance
DB05706,8005155,ChemSpider
DB05706,CHEMBL3249110,ChEMBL
DB05708,5310985,PubChem Compound
DB05708,175427027,PubChem Substance
DB05708,4470526,ChemSpider
DB05708,50061564,BindingDB
DB05708,ZY7,PDB
DB05708,GTS-21,Wikipedia
DB05708,CHEMBL134713,ChEMBL
DB05710,10772467,PubChem Compound
DB05710,347827738,PubChem Substance
DB05710,8947782,ChemSpider
DB05710,Gantacurium_chloride,Wikipedia
DB05710,CHEMBL275321,ChEMBL
DB05712,347910195,PubChem Substance
DB05713,9939865,PubChem Compound
DB05713,347827739,PubChem Substance
DB05713,8115486,ChemSpider
DB05713,50328742,BindingDB
DB05713,CHEMBL1271162,ChEMBL
DB05714,8047436,ChemSpider
DB05718,347910196,PubChem Substance
DB05719,79369,ChEBI
DB05719,300471,PubChem Compound
DB05719,175427028,PubChem Substance
DB05719,265501,ChemSpider
DB05719,Elesclomol,Wikipedia
DB05719,CHEMBL1972860,ChEMBL
DB05722,347910197,PubChem Substance
DB05723,347910198,PubChem Substance
DB05730,347910199,PubChem Substance
DB05732,347910200,PubChem Substance
DB05736,347910201,PubChem Substance
DB12164,9886917,PubChem Compound
DB12164,347827740,PubChem Substance
DB12164,8062590,ChemSpider
DB12164,Varespladib_methyl,Wikipedia
DB12164,CHEMBL2105659,ChEMBL
DB05738,9842252,PubChem Compound
DB05738,175427029,PubChem Substance
DB05738,8017967,ChemSpider
DB05738,50163629,BindingDB
DB05738,CHEMBL369075,ChEMBL
DB05739,347910202,PubChem Substance
DB05739,CYT006-AngQb,Wikipedia
DB05740,347910203,PubChem Substance
DB05741,347910204,PubChem Substance
DB05742,347910205,PubChem Substance
DB05744,347910206,PubChem Substance
DB05746,347910207,PubChem Substance
DB05747,347910208,PubChem Substance
DB05749,347910209,PubChem Substance
DB05750,347910210,PubChem Substance
DB05750,AVE-1625,Wikipedia
DB05751,347910211,PubChem Substance
DB05752,347910212,PubChem Substance
DB05753,347910213,PubChem Substance
DB05754,347910214,PubChem Substance
DB05755,347910215,PubChem Substance
DB05756,347910216,PubChem Substance
DB05757,347910217,PubChem Substance
DB05758,347910218,PubChem Substance
DB05765,347910219,PubChem Substance
DB05766,347910220,PubChem Substance
DB05767,65408,ChEBI
DB05767,5318517,PubChem Compound
DB05767,347827741,PubChem Substance
DB05767,4477067,ChemSpider
DB05767,Andrographolide,Wikipedia
DB05767,CHEMBL186141,ChEMBL
DB05768,347910221,PubChem Substance
DB05768,Alkaline_phosphatase,Wikipedia
DB05769,347910222,PubChem Substance
DB05771,347910223,PubChem Substance
DB05772,56841552,PubChem Compound
DB05772,347827742,PubChem Substance
DB05772,25069718,ChemSpider
DB05773,22146,Drugs Product Database (DPD)
DB05773,347910224,PubChem Substance
DB05773,D09980,KEGG Drug
DB05773,Trastuzumab_emtansine,Wikipedia
DB05773,CHEMBL1743082,ChEMBL
DB05775,347910225,PubChem Substance
DB05776,347910226,PubChem Substance
DB05777,347910227,PubChem Substance
DB05778,347910228,PubChem Substance
DB05779,73512,ChEBI
DB05779,100094,PubChem Compound
DB05779,347827743,PubChem Substance
DB05779,90450,ChemSpider
DB05779,CHEMBL2111029,ChEMBL
DB05780,347910229,PubChem Substance
DB05785,347910230,PubChem Substance
DB11733,135002,ChEBI
DB11733,148189,PubChem Compound
DB11733,175427030,PubChem Substance
DB11733,130640,ChemSpider
DB11733,50410835,BindingDB
DB11733,Irofulven,Wikipedia
DB11733,CHEMBL118218,ChEMBL
DB05787,347910231,PubChem Substance
DB05789,347910232,PubChem Substance
DB05790,5311449,PubChem Compound
DB05790,175427031,PubChem Substance
DB05790,4470935,ChemSpider
DB06476,38803,ChEBI
DB06476,9873,PubChem Compound
DB06476,175427032,PubChem Substance
DB06476,9489,ChemSpider
DB06476,Oxygent,Wikipedia
DB06476,CHEMBL1200866,ChEMBL
DB05792,6439330,PubChem Compound
DB05792,175427033,PubChem Substance
DB05792,4943746,ChemSpider
DB05793,347910233,PubChem Substance
DB05794,347910234,PubChem Substance
DB05794,Relaxin,Wikipedia
DB05795,347910235,PubChem Substance
DB05795,YKP-10A,Wikipedia
DB12995,3038505,PubChem Compound
DB12995,175427034,PubChem Substance
DB12995,2302069,ChemSpider
DB05797,347910236,PubChem Substance
DB05797,TNX-901,Wikipedia
DB05798,347910237,PubChem Substance
DB05799,347910238,PubChem Substance
DB05800,69532,PubChem Compound
DB05800,175427035,PubChem Substance
DB05800,62736,ChemSpider
DB05800,CHEMBL1183627,ChEMBL
DB05801,347910239,PubChem Substance
DB05803,347910240,PubChem Substance
DB05804,16814,ChEBI
DB05804,12594,PubChem Compound
DB05804,175427036,PubChem Substance
DB05804,C04555,KEGG Compound
DB05804,12074,ChemSpider
DB05804,50375559,BindingDB
DB05804,Dehydroepiandrosterone_sulfate,Wikipedia
DB05804,CHEMBL259898,ChEMBL
DB05805,68470595,PubChem Compound
DB05805,347827744,PubChem Substance
DB05805,32698248,ChemSpider
DB05805,NS-2359,Wikipedia
DB05806,148202,PubChem Compound
DB05806,175427037,PubChem Substance
DB05806,130651,ChemSpider
DB05806,Camptothecin,Wikipedia
DB05806,CHEMBL1997373,ChEMBL
DB05807,347910241,PubChem Substance
DB05808,347910242,PubChem Substance
DB05809,347910243,PubChem Substance
DB05810,347910244,PubChem Substance
DB05811,347910245,PubChem Substance
DB05812,20883,Drugs Product Database (DPD)
DB05812,68642,ChEBI
DB05812,132971,PubChem Compound
DB05812,175427038,PubChem Substance
DB05812,D09701,KEGG Drug
DB05812,117349,ChemSpider
DB05812,25458,BindingDB
DB05812,PA166123407,PharmGKB
DB05812,AER,PDB
DB05812,Abiraterone,Wikipedia
DB05812,CHEMBL254328,ChEMBL
DB05814,9837656,PubChem Compound
DB05814,347827745,PubChem Substance
DB05814,8013376,ChemSpider
DB05815,347910246,PubChem Substance
DB12324,3081349,PubChem Compound
DB12324,175427039,PubChem Substance
DB12324,2338969,ChemSpider
DB12324,CHEMBL167691,ChEMBL
DB05818,347910247,PubChem Substance
DB05819,347910248,PubChem Substance
DB05820,347910249,PubChem Substance
DB05821,347910250,PubChem Substance
DB05824,192711,PubChem Compound
DB05824,175427040,PubChem Substance
DB05824,167230,ChemSpider
DB05824,50096974,BindingDB
DB05824,CHEMBL41306,ChEMBL
DB05825,347910251,PubChem Substance
DB05826,347910252,PubChem Substance
DB05827,347910253,PubChem Substance
DB05827,G207,Wikipedia
DB05828,347910254,PubChem Substance
DB05829,5252,Drugs Product Database (DPD)
DB05829,347910255,PubChem Substance
DB05829,C16051,KEGG Compound
DB05829,P01270,UniProtKB
DB05829,Preotact,Wikipedia
DB05830,19582,PubChem Compound
DB05830,175427041,PubChem Substance
DB05830,8014619,ChemSpider
DB05830,Trestolone,Wikipedia
DB05831,347910256,PubChem Substance
DB05832,9830969,PubChem Compound
DB05832,347827746,PubChem Substance
DB05832,8006703,ChemSpider
DB05833,347910257,PubChem Substance
DB05833,Lymphotoxin_beta_receptor,Wikipedia
DB05834,347910258,PubChem Substance
DB05835,71587684,PubChem Compound
DB05835,347827747,PubChem Substance
DB05835,32698702,ChemSpider
DB05836,347910259,PubChem Substance
DB05836,Chaperone_%28protein%29,Wikipedia
DB05837,3037115,PubChem Compound
DB05837,175427042,PubChem Substance
DB05837,2300942,ChemSpider
DB05838,3038506,PubChem Compound
DB05838,175427043,PubChem Substance
DB05838,2302070,ChemSpider
DB05838,50117486,BindingDB
DB05838,CHEMBL332447,ChEMBL
DB05839,347910260,PubChem Substance
DB05840,347910261,PubChem Substance
DB05841,347910262,PubChem Substance
DB05842,347910263,PubChem Substance
DB05843,347910264,PubChem Substance
DB05845,347910265,PubChem Substance
DB05846,347910266,PubChem Substance
DB05848,347910267,PubChem Substance
DB05849,347910268,PubChem Substance
DB05851,347910269,PubChem Substance
DB05852,347910270,PubChem Substance
DB05852,Cryopreservation,Wikipedia
DB05854,347910271,PubChem Substance
DB05854,Thiazolidinedione,Wikipedia
DB05855,5310967,PubChem Compound
DB05855,175427044,PubChem Substance
DB05855,4470511,ChemSpider
DB05855,50061561,BindingDB
DB05855,Rivanicline,Wikipedia
DB05855,CHEMBL132966,ChEMBL
DB05856,347910272,PubChem Substance
DB05857,347910273,PubChem Substance
DB05858,347910274,PubChem Substance
DB05859,347910275,PubChem Substance
DB05860,347910276,PubChem Substance
DB05861,54682876,PubChem Compound
DB05861,175427045,PubChem Substance
DB05861,11444963,ChemSpider
DB05861,Tasquinimod,Wikipedia
DB05861,CHEMBL2107784,ChEMBL
DB05863,347910277,PubChem Substance
DB05863,TRX1,Wikipedia
DB05864,6918653,PubChem Compound
DB05864,175427046,PubChem Substance
DB05864,5293846,ChemSpider
DB05864,CHEMBL3527358,ChEMBL
DB05865,347910278,PubChem Substance
DB05866,347910279,PubChem Substance
DB05867,347910280,PubChem Substance
DB13130,9853710,PubChem Compound
DB13130,175427047,PubChem Substance
DB13130,8029420,ChemSpider
DB13130,50142916,BindingDB
DB13130,Protease_inhibitor_%28pharmacology%29,Wikipedia
DB13130,CHEMBL297884,ChEMBL
DB05869,12041,PubChem Compound
DB05869,175427048,PubChem Substance
DB05869,11544,ChemSpider
DB05869,CHEMBL173373,ChEMBL
DB05870,347910281,PubChem Substance
DB08679,3000926,PubChem Compound
DB08679,175427049,PubChem Substance
DB08679,2272425,ChemSpider
DB08679,50105629,BindingDB
DB08679,UC1,PDB
DB08679,CHEMBL54893,ChEMBL
DB05873,347910283,PubChem Substance
DB05874,347910284,PubChem Substance
DB05875,347910285,PubChem Substance
DB05875,Substance_P,Wikipedia
DB05876,347910286,PubChem Substance
DB05876,Phosphodiesterase_inhibitor,Wikipedia
DB05877,347910287,PubChem Substance
DB05877,PYY3-36,Wikipedia
DB05879,347910288,PubChem Substance
DB05880,347910289,PubChem Substance
DB05881,347910290,PubChem Substance
DB05882,347910291,PubChem Substance
DB05882,Selective_estrogen_receptor_modulator,Wikipedia
DB05883,347910292,PubChem Substance
DB05884,10409873,PubChem Compound
DB05884,175427050,PubChem Substance
DB05884,8585310,ChemSpider
DB05884,2N5,PDB
DB12175,9942725,PubChem Compound
DB12175,175427051,PubChem Substance
DB12175,D05817,KEGG Drug
DB12175,8118337,ChemSpider
DB12175,Seletracetam,Wikipedia
DB12175,CHEMBL3918017,ChEMBL
DB05886,347910293,PubChem Substance
DB05887,347910294,PubChem Substance
DB05888,347910295,PubChem Substance
DB05889,22942,Drugs Product Database (DPD)
DB05889,347910296,PubChem Substance
DB05889,Inotuzumab_ozogamicin,Wikipedia
DB05890,347910297,PubChem Substance
DB05892,347910298,PubChem Substance
DB05894,347910299,PubChem Substance
DB05895,347910300,PubChem Substance
DB05896,347910301,PubChem Substance
DB05897,347910302,PubChem Substance
DB05898,347910303,PubChem Substance
DB05899,347910304,PubChem Substance
DB05899,IT-101,Wikipedia
DB05903,6918835,PubChem Compound
DB05903,347827748,PubChem Substance
DB05903,5294026,ChemSpider
DB05904,347910305,PubChem Substance
DB05905,347910306,PubChem Substance
DB05906,347910307,PubChem Substance
DB05911,347910308,PubChem Substance
DB05912,347910309,PubChem Substance
DB05913,91433,ChEBI
DB05913,9868037,PubChem Compound
DB05913,347827749,PubChem Substance
DB05913,8043728,ChemSpider
DB05913,50356877,BindingDB
DB05913,CHEMBL1614710,ChEMBL
DB05914,347910310,PubChem Substance
DB05914,Mesenchymal_stem_cell,Wikipedia
DB05915,347910311,PubChem Substance
DB05915,MYO-029,Wikipedia
DB05916,347910312,PubChem Substance
DB05916,CT-011,Wikipedia
DB05918,347910313,PubChem Substance
DB05919,347910314,PubChem Substance
DB05920,347910315,PubChem Substance
DB05924,347910316,PubChem Substance
DB05928,9977819,PubChem Compound
DB05928,347827750,PubChem Substance
DB05928,11530944,ChemSpider
DB05928,25118,BindingDB
DB05928,38O,PDB
DB05928,Fibroblast_growth_factor_receptor_1,Wikipedia
DB05928,CHEMBL522892,ChEMBL
DB05929,347910317,PubChem Substance
DB05930,347910318,PubChem Substance
DB05931,Pegdinetanib,Wikipedia
DB05932,9836493,ChemSpider
DB05932,CHEMBL2111088,ChEMBL
DB05936,9445792,ChemSpider
DB05936,50236738,BindingDB
DB05936,CHEMBL260933,ChEMBL
DB05938,8077600,ChemSpider
DB05939,9334721,ChemSpider
DB05939,50273099,BindingDB
DB05939,G_protein-coupled_receptor,Wikipedia
DB05939,CHEMBL456145,ChEMBL
DB05943,9877978,ChemSpider
DB05943,CHEMBL225157,ChEMBL
DB12723,42642648,PubChem Compound
DB12723,347827751,PubChem Substance
DB12723,25027380,ChemSpider
DB12723,CHEMBL2103842,ChEMBL
DB05956,32699166,ChemSpider
DB05956,EVT-101,Wikipedia
DB05956,CHEMBL3545349,ChEMBL
DB05959,9658574,ChemSpider
DB05959,CHEMBL1080759,ChEMBL
DB05961,448410,ChemSpider
DB05961,A00,PDB
DB05961,CHEMBL168640,ChEMBL
DB05964,9833390,ChemSpider
DB05964,50386812,BindingDB
DB05964,Amitifadine,Wikipedia
DB05964,CHEMBL592374,ChEMBL
DB05966,8050563,ChemSpider
DB05966,TAS-108,Wikipedia
DB05968,9630821,ChemSpider
DB05968,PR-104,Wikipedia
DB05969,91399,ChEBI
DB05969,2291614,ChemSpider
DB05969,5931,BindingDB
DB05969,56H,PDB
DB05969,CHEMBL296468,ChEMBL
DB05973,8121879,ChemSpider
DB05974,3918,ChEBI
DB05974,C08588,KEGG Compound
DB05974,4444644,ChemSpider
DB05974,50269617,BindingDB
DB05974,Crocetin,Wikipedia
DB05974,CHEMBL464792,ChEMBL
DB05983,355161,ChemSpider
DB05983,Bardoxolone_methyl,Wikipedia
DB05983,CHEMBL1762621,ChEMBL
DB05984,91451,ChEBI
DB05984,9831256,ChemSpider
DB05984,31088,BindingDB
DB05984,55J,PDB
DB05984,CHEMBL558752,ChEMBL
DB05990,22864,Drugs Product Database (DPD)
DB05990,43602,ChEBI
DB05990,447715,PubChem Compound
DB05990,347827752,PubChem Substance
DB05990,C15636,KEGG Compound
DB05990,D09360,KEGG Drug
DB05990,394730,ChemSpider
DB05990,21675,BindingDB
DB05990,CHC,PDB
DB05990,Obeticholic_acid,Wikipedia
DB05990,CHEMBL566315,ChEMBL
DB05992,8125252,ChemSpider
DB05992,50030765,BindingDB
DB05992,PN6,PDB
DB05992,Plinabulin,Wikipedia
DB05992,CHEMBL1096380,ChEMBL
DB05993,52083411,ChemSpider
DB05993,PRX-07034,Wikipedia
DB05996,Glembatumumab_vedotin,Wikipedia
DB05996,CHEMBL1743028,ChEMBL
DB06011,10151331,ChemSpider
DB06013,D10383,KEGG Drug
DB06013,7986464,ChemSpider
DB06013,Aldoxorubicin,Wikipedia
DB06013,CHEMBL2107818,ChEMBL
DB06014,347910319,PubChem Substance
DB06014,D09900,KEGG Drug
DB06014,Eteplirsen,Wikipedia
DB06014,CHEMBL2108278,ChEMBL
DB06016,90933,ChEBI
DB06016,11154555,PubChem Compound
DB06016,310264859,PubChem Substance
DB06016,D09997,KEGG Drug
DB06016,25999972,ChemSpider
DB06016,50443101,BindingDB
DB06016,Cariprazine,Wikipedia
DB06016,CHEMBL2028019,ChEMBL
DB06021,9875421,ChemSpider
DB06039,347910320,PubChem Substance
DB06040,25069697,ChemSpider
DB06040,50431893,BindingDB
DB06040,Filanesib,Wikipedia
DB06040,CHEMBL2347655,ChEMBL
DB06042,347910321,PubChem Substance
DB06043,22910,Drugs Product Database (DPD)
DB06043,347910322,PubChem Substance
DB06043,D09939,KEGG Drug
DB06043,Olaratumab,Wikipedia
DB06043,CHEMBL1743049,ChEMBL
DB06058,347910323,PubChem Substance
DB06061,91424,ChEBI
DB06061,16666708,PubChem Compound
DB06061,347827753,PubChem Substance
DB06061,17599746,ChemSpider
DB06061,CHEMBL3182621,ChEMBL
DB06063,347910324,PubChem Substance
DB06064,347910325,PubChem Substance
DB06069,347910326,PubChem Substance
DB06070,44195571,PubChem Compound
DB06070,347827754,PubChem Substance
DB06070,25060921,ChemSpider
DB06070,CHEMBL1195136,ChEMBL
DB06071,347910327,PubChem Substance
DB06073,347910328,PubChem Substance
DB06075,50315887,BindingDB
DB06075,Linsitinib,Wikipedia
DB06075,CHEMBL1091644,ChEMBL
DB06077,21302490,PubChem Compound
DB06077,310264860,PubChem Substance
DB06077,19328801,ChemSpider
DB06077,Lumateperone,Wikipedia
DB06077,CHEMBL3306803,ChEMBL
DB06080,347910329,PubChem Substance
DB06080,ABT-869,Wikipedia
DB06081,Caplacizumab,Wikipedia
DB06082,9409841,ChemSpider
DB06083,4943924,ChemSpider
DB06083,"3,5-Dihydroxy-4-isopropyl-trans-stilbene",Wikipedia
DB06083,CHEMBL259571,ChEMBL
DB06087,32699135,ChemSpider
DB06087,Friulimicin,Wikipedia
DB06089,347910330,PubChem Substance
DB06090,25147644,PubChem Compound
DB06090,175427053,PubChem Substance
DB06090,26366935,ChemSpider
DB06090,50393247,BindingDB
DB06090,Bradanicline,Wikipedia
DB06090,CHEMBL1258006,ChEMBL
DB06091,10157061,ChemSpider
DB06091,Evofosfamide,Wikipedia
